Date,Close,Date,Close,Date,Close
5/19/2020 16:00,1374.4,5/19/2020 16:00,161.6,5/19/2020 16:00,51.09
5/20/2020 16:00,1409.16,5/20/2020 16:00,163.11,5/20/2020 16:00,54.05
5/21/2020 16:00,1406.75,5/21/2020 16:00,165.52,5/21/2020 16:00,54.16
5/22/2020 16:00,1413.24,5/22/2020 16:00,163.38,5/22/2020 16:00,56.5
5/26/2020 16:00,1421.37,5/26/2020 16:00,163.77,5/26/2020 16:00,58.87
5/27/2020 16:00,1420.28,5/27/2020 16:00,164.05,5/27/2020 16:00,59.05
5/28/2020 16:00,1418.24,5/28/2020 16:00,161.16,5/28/2020 16:00,57.37
5/29/2020 16:00,1433.52,5/29/2020 16:00,167,5/29/2020 16:00,57.99
6/1/2020 16:00,1434.87,6/1/2020 16:00,179.62,6/1/2020 16:00,58.22
6/2/2020 16:00,1442.31,6/2/2020 16:00,176.31,6/2/2020 16:00,59.38
6/3/2020 16:00,1439.25,6/3/2020 16:00,176.59,6/3/2020 16:00,62.07
6/4/2020 16:00,1414.3,6/4/2020 16:00,172.88,6/4/2020 16:00,61.42
6/5/2020 16:00,1440.02,6/5/2020 16:00,177.13,6/5/2020 16:00,59.32
6/8/2020 16:00,1448.04,6/8/2020 16:00,189.98,6/8/2020 16:00,62.26
6/9/2020 16:00,1452.08,6/9/2020 16:00,188.13,6/9/2020 16:00,61.19
6/10/2020 16:00,1464.7,6/10/2020 16:00,205.01,6/10/2020 16:00,59.59
6/11/2020 16:00,1401.9,6/11/2020 16:00,194.57,6/11/2020 16:00,56.3
6/12/2020 16:00,1412.92,6/12/2020 16:00,187.06,6/12/2020 16:00,56.79
6/15/2020 16:00,1420.74,6/15/2020 16:00,198.18,6/15/2020 16:00,60
6/16/2020 16:00,1446.47,6/16/2020 16:00,196.43,6/16/2020 16:00,59.1
6/17/2020 16:00,1452.54,6/17/2020 16:00,198.36,6/17/2020 16:00,60.74
6/18/2020 16:00,1434.12,6/18/2020 16:00,200.79,6/18/2020 16:00,61.34
6/19/2020 16:00,1424.64,6/19/2020 16:00,200.18,6/19/2020 16:00,62.25
6/22/2020 16:00,1450.66,6/22/2020 16:00,198.86,6/22/2020 16:00,60.66
6/23/2020 16:00,1463.98,6/23/2020 16:00,200.36,6/23/2020 16:00,63.11
6/24/2020 16:00,1432.7,6/24/2020 16:00,192.17,6/24/2020 16:00,59.3
6/25/2020 16:00,1441.1,6/25/2020 16:00,197.2,6/25/2020 16:00,59.08
6/26/2020 16:00,1362.54,6/26/2020 16:00,191.95,6/26/2020 16:00,55.59
6/29/2020 16:00,1397.17,6/29/2020 16:00,201.87,6/29/2020 16:00,57.12
6/30/2020 16:00,1418.05,6/30/2020 16:00,215.96,6/30/2020 16:00,57.61
7/1/2020 16:00,1442,7/1/2020 16:00,223.93,7/1/2020 16:00,58.91
7/2/2020 16:00,1469.93,7/2/2020 16:00,241.73,7/2/2020 16:00,59.96
7/6/2020 16:00,1499.65,7/6/2020 16:00,274.32,7/6/2020 16:00,61.28
7/7/2020 16:00,1489.92,7/7/2020 16:00,277.97,7/7/2020 16:00,62.69
7/8/2020 16:00,1503.6,7/8/2020 16:00,273.18,7/8/2020 16:00,63.61
7/9/2020 16:00,1518.66,7/9/2020 16:00,278.86,7/9/2020 16:00,62.99
7/10/2020 16:00,1539.01,7/10/2020 16:00,308.93,7/10/2020 16:00,62.25
7/13/2020 16:00,1512.23,7/13/2020 16:00,299.41,7/13/2020 16:00,58.2
7/14/2020 16:00,1520.86,7/14/2020 16:00,303.36,7/14/2020 16:00,57.85
7/15/2020 16:00,1516.88,7/15/2020 16:00,309.2,7/15/2020 16:00,59.08
7/16/2020 16:00,1514.92,7/16/2020 16:00,300.13,7/16/2020 16:00,62.19
7/17/2020 16:00,1516.85,7/17/2020 16:00,300.17,7/17/2020 16:00,64.24
7/20/2020 16:00,1563.84,7/20/2020 16:00,328.6,7/20/2020 16:00,66.24
7/21/2020 16:00,1555.92,7/21/2020 16:00,313.67,7/21/2020 16:00,65.02
7/22/2020 16:00,1564.85,7/22/2020 16:00,318.47,7/22/2020 16:00,67.4
7/23/2020 16:00,1516.75,7/23/2020 16:00,302.61,7/23/2020 16:00,65.5
7/24/2020 16:00,1508.21,7/24/2020 16:00,283.4,7/24/2020 16:00,65.72
7/27/2020 16:00,1529.43,7/27/2020 16:00,307.92,7/27/2020 16:00,66.91
7/28/2020 16:00,1503.65,7/28/2020 16:00,295.3,7/28/2020 16:00,65
7/29/2020 16:00,1523.51,7/29/2020 16:00,299.82,7/29/2020 16:00,66.49
7/30/2020 16:00,1538.37,7/30/2020 16:00,297.5,7/30/2020 16:00,69.9
7/31/2020 16:00,1487.95,7/31/2020 16:00,286.15,7/31/2020 16:00,68.39
8/3/2020 16:00,1482.76,8/3/2020 16:00,297,8/3/2020 16:00,67.94
8/4/2020 16:00,1473.3,8/4/2020 16:00,297.4,8/4/2020 16:00,68.24
8/5/2020 16:00,1479.09,8/5/2020 16:00,297,8/5/2020 16:00,70.6
8/6/2020 16:00,1504.95,8/6/2020 16:00,297.92,8/6/2020 16:00,71.42
8/7/2020 16:00,1498.37,8/7/2020 16:00,290.54,8/7/2020 16:00,79.76
8/10/2020 16:00,1496.82,8/10/2020 16:00,283.71,8/10/2020 16:00,79.34
8/11/2020 16:00,1480.54,8/11/2020 16:00,274.88,8/11/2020 16:00,75.33
8/12/2020 16:00,1507.24,8/12/2020 16:00,310.95,8/12/2020 16:00,76
8/13/2020 16:00,1516.65,8/13/2020 16:00,324.2,8/13/2020 16:00,74.44
8/14/2020 16:00,1504.63,8/14/2020 16:00,330.14,8/14/2020 16:00,76.64
8/17/2020 16:00,1516.24,8/17/2020 16:00,367.13,8/17/2020 16:00,79.79
8/18/2020 16:00,1555.78,8/18/2020 16:00,377.42,8/18/2020 16:00,82.32
8/19/2020 16:00,1544.61,8/19/2020 16:00,375.71,8/19/2020 16:00,83.83
8/20/2020 16:00,1576.25,8/20/2020 16:00,400.37,8/20/2020 16:00,82.85
8/21/2020 16:00,1575.57,8/21/2020 16:00,410,8/21/2020 16:00,83.2
8/24/2020 16:00,1585.15,8/24/2020 16:00,402.84,8/24/2020 16:00,83.6
8/25/2020 16:00,1605.85,8/25/2020 16:00,404.67,8/25/2020 16:00,82.83
8/26/2020 16:00,1644.13,8/26/2020 16:00,430.63,8/26/2020 16:00,83.85
8/27/2020 16:00,1628.52,8/27/2020 16:00,447.75,8/27/2020 16:00,85.24
8/28/2020 16:00,1639.43,8/28/2020 16:00,442.68,8/28/2020 16:00,87.32
8/31/2020 16:00,1629.53,8/31/2020 16:00,498.32,8/31/2020 16:00,85.76
9/1/2020 16:00,1655.08,9/1/2020 16:00,475.05,9/1/2020 16:00,88.44
9/2/2020 16:00,1717.39,9/2/2020 16:00,447.37,9/2/2020 16:00,89.28
9/3/2020 16:00,1629.51,9/3/2020 16:00,407,9/3/2020 16:00,85.44
9/4/2020 16:00,1581.21,9/4/2020 16:00,418.32,9/4/2020 16:00,83.88
9/8/2020 16:00,1523.6,9/8/2020 16:00,330.21,9/8/2020 16:00,80.66
9/9/2020 16:00,1547.23,9/9/2020 16:00,366.28,9/9/2020 16:00,82.32
9/10/2020 16:00,1526.05,9/10/2020 16:00,371.34,9/10/2020 16:00,82.76
9/11/2020 16:00,1515.76,9/11/2020 16:00,372.72,9/11/2020 16:00,85.38
9/14/2020 16:00,1508.83,9/14/2020 16:00,419.62,9/14/2020 16:00,87.18
9/15/2020 16:00,1535.12,9/15/2020 16:00,449.76,9/15/2020 16:00,91.17
9/16/2020 16:00,1512.09,9/16/2020 16:00,441.76,9/16/2020 16:00,94.98
9/17/2020 16:00,1487.04,9/17/2020 16:00,423.43,9/17/2020 16:00,96.45
9/18/2020 16:00,1451.09,9/18/2020 16:00,442.15,9/18/2020 16:00,95.87
9/21/2020 16:00,1430.14,9/21/2020 16:00,449.39,9/21/2020 16:00,95.71
9/22/2020 16:00,1459.82,9/22/2020 16:00,424.23,9/22/2020 16:00,99.19
9/23/2020 16:00,1409.39,9/23/2020 16:00,380.36,9/23/2020 16:00,96.32
9/24/2020 16:00,1422.86,9/24/2020 16:00,387.79,9/24/2020 16:00,97.81
9/25/2020 16:00,1439.06,9/25/2020 16:00,407.34,9/25/2020 16:00,101.27
9/28/2020 16:00,1458.66,9/28/2020 16:00,421.2,9/28/2020 16:00,101.16
9/29/2020 16:00,1466.02,9/29/2020 16:00,419.07,9/29/2020 16:00,101.42
9/30/2020 16:00,1465.6,9/30/2020 16:00,429.01,9/30/2020 16:00,101.59
10/1/2020 16:00,1487.9,10/1/2020 16:00,448.16,10/1/2020 16:00,107.53
10/2/2020 16:00,1455.6,10/2/2020 16:00,415.09,10/2/2020 16:00,108.18
10/5/2020 16:00,1482.83,10/5/2020 16:00,425.68,10/5/2020 16:00,110.11
10/6/2020 16:00,1451.02,10/6/2020 16:00,413.98,10/6/2020 16:00,104.99
10/7/2020 16:00,1459.14,10/7/2020 16:00,425.3,10/7/2020 16:00,105.51
10/8/2020 16:00,1483.43,10/8/2020 16:00,425.92,10/8/2020 16:00,105.04
10/9/2020 16:00,1510.45,10/9/2020 16:00,434,10/9/2020 16:00,104.26
10/12/2020 16:00,1564.59,10/12/2020 16:00,442.3,10/12/2020 16:00,101.01
10/13/2020 16:00,1567.07,10/13/2020 16:00,446.65,10/13/2020 16:00,101.2
10/14/2020 16:00,1563.44,10/14/2020 16:00,461.3,10/14/2020 16:00,102.87
10/15/2020 16:00,1555.47,10/15/2020 16:00,448.88,10/15/2020 16:00,101.86
10/16/2020 16:00,1567.7,10/16/2020 16:00,439.67,10/16/2020 16:00,97.11
10/19/2020 16:00,1529.95,10/19/2020 16:00,430.83,10/19/2020 16:00,98.45
10/20/2020 16:00,1551.08,10/20/2020 16:00,421.94,10/20/2020 16:00,98.43
10/21/2020 16:00,1585.99,10/21/2020 16:00,422.64,10/21/2020 16:00,98.65
10/22/2020 16:00,1606.66,10/22/2020 16:00,425.79,10/22/2020 16:00,96.78
10/23/2020 16:00,1632.98,10/23/2020 16:00,420.63,10/23/2020 16:00,96.16
10/26/2020 16:00,1584.29,10/26/2020 16:00,420.28,10/26/2020 16:00,92.05
10/27/2020 16:00,1598.88,10/27/2020 16:00,424.68,10/27/2020 16:00,92.52
10/28/2020 16:00,1510.8,10/28/2020 16:00,406.02,10/28/2020 16:00,89.66
10/29/2020 16:00,1556.88,10/29/2020 16:00,410.83,10/29/2020 16:00,92.01
10/30/2020 16:00,1616.11,10/30/2020 16:00,388.04,10/30/2020 16:00,88.62
11/2/2020 16:00,1624.32,11/2/2020 16:00,400.51,11/2/2020 16:00,89.16
11/3/2020 16:00,1645.66,11/3/2020 16:00,423.9,11/3/2020 16:00,91.69
11/4/2020 16:00,1745.85,11/4/2020 16:00,420.98,11/4/2020 16:00,99.95
11/5/2020 16:00,1762.5,11/5/2020 16:00,438.09,11/5/2020 16:00,103.85
11/6/2020 16:00,1759.73,11/6/2020 16:00,429.95,11/6/2020 16:00,118.42
11/9/2020 16:00,1761.42,11/9/2020 16:00,421.26,11/9/2020 16:00,104.12
11/10/2020 16:00,1737.72,11/10/2020 16:00,410.36,11/10/2020 16:00,100.39
11/11/2020 16:00,1747.23,11/11/2020 16:00,417.13,11/11/2020 16:00,108.02
11/12/2020 16:00,1742.82,11/12/2020 16:00,411.76,11/12/2020 16:00,107.42
11/13/2020 16:00,1772.26,11/13/2020 16:00,408.5,11/13/2020 16:00,106.03
11/16/2020 16:00,1774.03,11/16/2020 16:00,408.09,11/16/2020 16:00,107.04
11/17/2020 16:00,1761.66,11/17/2020 16:00,441.61,11/17/2020 16:00,105.26
11/18/2020 16:00,1740.64,11/18/2020 16:00,486.64,11/18/2020 16:00,102.24
